"id","name","pattern","primary_muscle","primary_region","secondary_muscles","cns_load","skill_level","compound","is_complex_lift","is_unilateral","metric_type","discipline_tags","equipment_tags","description","coaching_cues","substitution_group","user_id","primary_discipline","tags","fatigue_factor","stimulus_factor","injury_risk_factor","min_recovery_hours"
"123","Child's Pose","mobility","lower_back","posterior lower","['glutes', 'full_body']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Get on your hands and knees, walk your hands in front of you.', 'Lower your buttocks down to sit on your heels. Let your arms drag along the floor as you sit back to stretch your entire spine.', 'Once you settle onto your heels, bring your hands next to your feet and relax. breathe into your back. Rest your forehead on the floor. Avoid this position if you have knee problems.']","child_s_pose","","Mobility","[]","0.4","0.6","0.4","24"
"124","Circus Bell","isolation","full_body","full body","['forearms', 'glutes', 'hamstrings', 'lower_back', 'upper_back', 'triceps']","moderate","intermediate","False","False","False","reps","['strongman', 'powerlifting']","['other']","","['The circus bell is an oversized dumbbell with a thick handle. Begin with the dumbbell between your feet, and grip the handle with both hands.', 'Clean the dumbbell by extending through your hips and knees to deliver the implement to the desired shoulder, letting go with the extra hand.', 'Ensure that you get one of the dumbbell heads behind the shoulder to keep from being thrown off balance. To raise it overhead, dip by flexing the knees, and the drive upwards as you extend the dumbbell overhead, leaning slightly away from it as you do so.', 'Carefully guide the bell back to the floor, keeping it under control as much as possible. It is best to perform this event on a thick rubber mat to prevent damage to the floor.']","circus_bell","","Bodybuilding","[]","0.4","0.6","0.4","24"
"125","Close-Grip EZ-Bar Press","isolation","triceps","posterior upper","['chest', 'full_body']","moderate","intermediate","True","False","False","reps","['strength']","['ez curl bar']","","['Lie on a flat bench with an EZ bar loaded to an appropriate weight.', 'Using a narrow grip lift the bar and hold it straight over your torso with your elbows in. The arms should be perpendicular to the floor. This will be your starting position.', 'Now lower the bar down to your lower chest as you breathe in. Keep the elbows in as you perform this movement.', 'Using the triceps to push the bar back up, press it back to the starting position by extending the elbows as you exhale.', 'Repeat.']","close_grip_ez_bar_press","","Bodybuilding","[]","0.6","0.8","0.4","48"
"126","Cocoons","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Begin by lying on your back on the ground. Your legs should be straight and your arms extended behind your head. This will be your starting position.', 'To perform the movement, tuck the knees toward your chest, rotating your pelvis to lift your glutes from the floor. As you do so, flex the spine, bringing your arms back over your head to perform a simultaneous crunch motion.', 'After a brief pause, return to the starting position.']","cocoons","","Bodybuilding","[]","0.4","0.6","0.4","24"
"128","Cross-Body Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Lie flat on your back and bend your knees about 60 degrees.', 'Keep your feet flat on the floor and place your hands loosely behind your head. This will be your starting position.', 'Now curl up and bring your right elbow and shoulder across your body while bring your left knee in toward your left shoulder at the same time. Reach with your elbow and try to touch your knee. Exhale as you perform this movement. Tip: Try to bring your shoulder up towards your knee rather than just your elbow and remember that the key is to contract the abs as you perform the movement; not just to move the elbow.', 'Now go back down to the starting position as you inhale and repeat with the left elbow and the right knee.', 'Continue alternating in this manner until all prescribed repetitions are done.']","cross_body_crunch","","All","[]","0.4","0.6","0.4","24"
"129","Cross Over - With Bands","isolation","chest","anterior upper","['biceps', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['bands']","","['Secure an exercise band around a stationary post.', 'While facing away from the post, grab the handles on both ends of the band and step forward enough to create tension on the band.', 'Raise your arms to the sides, parallel to the floor, perpendicular to your torso (your torso and the arms should resemble the letter T) and with the palms facing forward. Have them extended with a slight bend at the elbows. This will be your starting position.', 'While keeping your arms straight, bring them across your chest in a semicircular motion to the front as you exhale and flex your pecs. Hold the contraction for a second.', 'Slowly return to the starting position as you inhale.', 'Perform for the recommended amount of repetitions.']","cross_over_with_s","","Bodybuilding","[]","0.4","0.6","0.4","24"
"130","Crucifix","isolation","full_body","full body","['forearms']","moderate","intermediate","False","False","False","reps","['strongman', 'powerlifting']","['other']","","['In the crucifix, you statically hold weights out to the side for time. While the event can be practiced using dumbbells, it is best to practice with one of the various implements used, such as axes and hammers, as it feels different.', 'Begin standing, and raise your arms out to the side holding the implements. Your arms should be parallel to the ground. In competition, judges or sensors are used to let you know when you break parallel. Hold for as long as you can. Typically, the weights should be heavy enough that you fail in 30-60 seconds.']","crucifix","","Bodybuilding","[]","0.4","0.6","0.4","24"
"131","Crunch - Hands Overhead","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Lie on the floor with your back flat and knees bent with around a 60-degree angle between the hamstrings and the calves.', 'Keep your feet flat on the floor and stretch your arms overhead with your palms crossed. This will be your starting position.', ""Curl your upper body forward and bring your shoulder blades just off the floor. At all times, keep your arms aligned with your head, neck and shoulder. Don't move them forward from that position. Exhale as you perform this portion of the movement and hold the contraction for a second."", 'Slowly lower down to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","crunch_hands_overhead","","All","[]","0.4","0.6","0.4","24"
"132","Crunch - Legs On Exercise Ball","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Lie flat on your back with your feet resting on an exercise ball and your knees bent at a 90 degree angle.', 'Place your feet three to four inches apart and point your toes inward so they touch.', ""Place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head."", 'Push the small of your back down in the floor in order to better isolate your abdominal muscles. This will be your starting position.', 'Begin to roll your shoulders off the floor and continue to push down as hard as you can with your lower back. Your shoulders should come up off the floor only about four inches, and your lower back should remain on the floor. Breathe out as you execute this portion of the movement. Squeeze your abdominals hard at the top of the contraction and hold for a second. Tip: Focus on a slow, controlled movement. Refrain from using momentum at any time.', 'Slowly go back down to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","crunch_legs_on_exercise_ball","","All","[]","0.4","0.6","0.4","24"
"133","Crunches","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Lie flat on your back with your feet flat on the ground, or resting on a bench with your knees bent at a 90 degree angle. If you are resting your feet on a bench, place them three to four inches apart and point your toes inward so they touch.', ""Now place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head."", 'While pushing the small of your back down in the floor to better isolate your abdominal muscles, begin to roll your shoulders off the floor.', ""Continue to push down as hard as you can with your lower back as you contract your abdominals and exhale. Your shoulders should come up off the floor only about four inches, and your lower back should remain on the floor. At the top of the movement, contract your abdominals hard and keep the contraction for a second. Tip: Focus on slow, controlled movement - don't cheat yourself by using momentum."", 'After the one second contraction, begin to come down slowly again to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","crunches","","All","[]","0.4","0.6","0.4","24"
"134","Decline Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['bench']","","['Secure your legs at the end of the decline bench and lie down.', ""Now place your hands lightly on either side of your head keeping your elbows in. Tip: Don't lock your fingers behind your head."", 'While pushing the small of your back down in the bench to better isolate your abdominal muscles, begin to roll your shoulders off it.', ""Continue to push down as hard as you can with your lower back as you contract your abdominals and exhale. Your shoulders should come up off the bench only about four inches, and your lower back should remain on the bench. At the top of the movement, contract your abdominals hard and keep the contraction for a second. Tip: Focus on slow, controlled movement - don't cheat yourself by using momentum."", 'After the one second contraction, begin to come down slowly again to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","crunch","","All","[]","0.4","0.6","0.4","24"
"135","Decline Dumbbell Flyes","isolation","chest","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Secure your legs at the end of the decline bench and lie down with a dumbbell on each hand on top of your thighs. The palms of your hand will be facing each other.', 'Once you are laying down, move the dumbbells in front of you at shoulder width. The palms of the hands should be facing each other and the arms should be perpendicular to the floor and fully extended. This will be your starting position.', 'With a slight bend on your elbows in order to prevent stress at the biceps tendon, lower your arms out at both sides in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms should remain stationary; the movement should only occur at the shoulder joint.', 'Return your arms back to the starting position as you squeeze your chest muscles and breathe out. Tip: Make sure to use the same arc of motion used to lower the weights.', 'Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.']","flyes","","Bodybuilding","[]","0.4","0.6","0.4","24"
"136","Decline Oblique Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Secure your legs at the end of the decline bench and slowly lay down on the bench.', 'Raise your upper body off the bench until your torso is about 35-45 degrees if measured from the floor.', 'Put one hand beside your head and the other on your thigh. This will be your starting position.', 'Raise your upper body slowly from the starting position while turning your torso to the left. Continue crunching up as you exhale until your right elbow touches your left knee. Hold this contracted position for a second. Tip: Focus on keeping your abs tight and keeping the movement slow and controlled.', 'Lower your body back down slowly to the starting position as you inhale.', 'After completing one set on the right for the recommended amount of repetitions, switch to your left side. Tip: Focus on really twisting your torso and feeling the contraction when you are in the up position.']","oblique_crunch","","All","[]","0.4","0.6","0.4","24"
"137","Decline Reverse Crunch","core","core","full body","[]","moderate","intermediate","False","False","False","time","['strength']","['none']","","[""Lie on your back on a decline bench and hold on to the top of the bench with both hands. Don't let your body slip down from this position."", 'Hold your legs parallel to the floor using your abs to hold them there while keeping your knees and feet together. Tip: Your legs should be fully extended with a slight bend on the knee. This will be your starting position.', 'While exhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the bench. At the end of this movement your knees will be touching your chest.', 'Hold the contraction for a second and move your legs back to the starting position while inhaling.', 'Repeat for the recommended amount of repetitions.']","reverse_crunch","","All","[]","0.4","0.6","0.4","24"
"138","Machine Dips","isolation","triceps","posterior upper","['chest', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['machine']","Dips performed on a machine","['Sit securely in a dip machine, select the weight and firmly grasp the handles.', 'Now keep your elbows in at your sides in order to place emphasis on the triceps. The elbows should be bent at a 90 degree angle.', 'As you contract the triceps, extend your arms downwards as you exhale. Tip: At the bottom of the movement, focus on keeping a little bend in your arms to keep tension on the triceps muscle.', 'Now slowly let your arms come back up to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","dips","","Bodybuilding","[]","0.4","0.6","0.4","24"
"139","Dips (Chest Focus)","isolation","chest","anterior upper","['full_body', 'triceps', 'core']","moderate","intermediate","False","False","False","reps","['strength']","['other']","Dips with a chest focus performed on parallel bars (or similar)","['For this exercise you will need access to parallel bars. To get yourself into the starting position, hold your body at arms length (arms locked) above the bars.', 'While breathing in, lower yourself slowly with your torso leaning forward around 30 degrees or so and your elbows flared out slightly until you feel a slight stretch in the chest.', 'Once you feel the stretch, use your chest to bring your body back to the starting position as you breathe out. Tip: Remember to squeeze the chest at the top of the movement for a second.', 'Repeat the movement for the prescribed amount of repetitions.']","dips","","Bodybuilding","[]","0.4","0.6","0.4","24"
"140","Dips (Triceps Focus)","isolation","triceps","posterior upper","['chest', 'full_body', 'core']","moderate","intermediate","False","False","False","reps","['strength']","['other']","Dips with a triceps focus performed on parallel bars (or similar)","[""To get into the starting position, hold your body at arm's length with your arms nearly locked above the bars."", 'Now, inhale and slowly lower yourself downward. Your torso should remain upright and your elbows should stay close to your body. This helps to better focus on tricep involvement. Lower yourself until there is a 90 degree angle formed between the upper arm and forearm.', 'Then, exhale and push your torso back up using your triceps to bring your body back to the starting position.', 'Repeat the movement for the prescribed amount of repetitions.']","dips","","Bodybuilding","[]","0.4","0.6","0.4","24"
"141","Double Kettlebell Windmill","isolation","core","full body","['glutes', 'hamstrings', 'full_body', 'triceps']","moderate","intermediate","False","False","False","reps","['strength']","['kettlebell']","","['Place a kettlebell in front of your front foot and clean and press a kettlebell overhead with your opposite arm. Clean the kettlebell to your shoulder by extending through the legs and hips as you pull the kettlebell towards your shoulders. Rotate your wrist as you do so, so that the palm faces forward.', 'Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Turn your feet out at a forty-five degree angle from the arm with the locked out kettlebell.', 'Bending at the hip to one side, sticking your butt out, slowly lean until you can retrieve the kettlebell from the floor. Keep your eyes on the kettlebell that you hold over your head at all times.', 'Pause for a second after retrieving the kettlebell from the ground and reverse the motion back to the starting position.']","double_windmill","","Bodybuilding","[]","0.4","0.6","0.4","24"
"142","Downward Facing Balance","lunge","glutes","posterior lower","['core', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['exercise ball']","","['Lie facedown on top of an exercise ball.', 'While resting on your stomach on the ball, walk your hands forward along the floor and lift your legs, extending your elbows and knees.']","downward_facing_balance","","All","[]","0.4","0.6","0.4","24"
"143","Dumbbell Flyes","isolation","chest","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Lie down on a flat bench with a dumbbell on each hand resting on top of your thighs. The palms of your hand will be facing each other.', ""Then using your thighs to help raise the dumbbells, lift the dumbbells one at a time so you can hold them in front of you at shoulder width with the palms of your hands facing each other. Raise the dumbbells up like you're pressing them, but stop and hold just before you lock out. This will be your starting position."", 'With a slight bend on your elbows in order to prevent stress at the biceps tendon, lower your arms out at both sides in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement. Tip: Keep in mind that throughout the movement, the arms should remain stationary; the movement should only occur at the shoulder joint.', 'Return your arms back to the starting position as you squeeze your chest muscles and breathe out. Tip: Make sure to use the same arc of motion used to lower the weights.', 'Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.']","flyes","","Bodybuilding","[]","0.4","0.6","0.4","24"
"144","Dumbbell Lying Pronation","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Lie on a flat bench face down with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.', 'Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.', 'Now raise the upper arm so that the forearm is perpendicular to the floor and the upper arm is perpendicular to your torso. Tip: The upper arm should be parallel to the floor and also creating a 90-degree angle with your torso. This will be your starting position.', 'As you breathe out, externally rotate your forearm so that the dumbbell is lifted forward as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is parallel to the floor. At this point you will hold the contraction for a second.', 'As you breathe in, slowly go back to the starting position.', 'Repeat for the recommended amount of repetitions.']","lying_pronation","","Bodybuilding","[]","0.4","0.6","0.4","24"
"145","Dumbbell Lying Supination","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Lie sideways on a flat bench with one arm holding a dumbbell and the other hand on top of the bench folded so that you can rest your head on it.', 'Bend the elbows of the arm holding the dumbbell so that it creates a 90-degree angle between the upper arm and the forearm.', 'Now raise the upper arm so that the forearm is parallel to the floor and perpendicular to your torso (Tip: So the forearm will be directly in front of you). The upper arm will be stationary by your torso and should be parallel to the floor (aligned with your torso at all times). This will be your starting position.', 'As you breathe out, externally rotate your forearm so that the dumbbell is lifted up in a semicircle motion as you maintain the 90 degree angle bend between the upper arms and the forearm. You will continue this external rotation until the forearm is perpendicular to the floor and the torso pointing towards the ceiling. At this point you will hold the contraction for a second.', 'As you breathe in, slowly go back to the starting position.', 'Repeat for the recommended amount of repetitions and then switch to the other arm.']","lying_supination","","Bodybuilding","[]","0.4","0.6","0.4","24"
"146","Dumbbell Scaption","isolation","full_body","full body","['upper_back']","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['This corrective exercise strengthens the muscles that stabilize your shoulder blade. Hold a light weight in each hand, hanging at your sides. Your thumbs should pointing up.', 'Begin the movement raising your arms out in front of you, about 30 degrees off center. Your arms should be fully extended as you perform the movement.', 'Continue until your arms are parallel to the ground, and then return to the starting position.']","scaption","","Bodybuilding","[]","0.4","0.6","0.4","24"
"147","Dumbbell Shrug","isolation","upper_back","posterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Stand erect with a dumbbell on each hand (palms facing your torso), arms extended on the sides.', 'Lift the dumbbells by elevating the shoulders as high as possible while you exhale. Hold the contraction at the top for a second. Tip: The arms should remain extended at all times. Refrain from using the biceps to help lift the dumbbells. Only the shoulders should be moving up and down.', 'Lower the dumbbells back to the original position.', 'Repeat for the recommended amount of repetitions.']","shrug","","Bodybuilding","[]","0.4","0.6","0.4","24"
"148","Dumbbell Step Ups","lunge","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Stand up straight while holding a dumbbell on each hand (palms facing the side of your legs).', 'Place the right foot on the elevated platform. Step on the platform by extending the hip and the knee of your right leg. Use the heel mainly to lift the rest of your body up and place the foot of the left leg on the platform as well. Breathe out as you execute the force required to come up.', 'Step down with the left leg by flexing the hip and knee of the right leg as you inhale. Return to the original standing position by placing the right foot of to next to the left foot on the initial position.', 'Repeat with the right leg for the recommended amount of repetitions and then perform with the left leg.']","step_ups","","All","[]","0.4","0.6","0.4","24"
"149","EZ-Bar Skullcrusher","isolation","triceps","posterior upper","['forearms']","moderate","intermediate","False","False","False","reps","['strength']","['ez curl bar', 'bench']","Skullcrusher performed with an ez-bar","['Using a close grip, lift the EZ bar and hold it with your elbows in as you lie on the bench. Your arms should be perpendicular to the floor. This will be your starting position.', 'Keeping the upper arms stationary, lower the bar by allowing the elbows to flex. Inhale as you perform this portion of the movement. Pause once the bar is directly above the forehead.', 'Lift the bar back to the starting position by extending the elbow and exhaling.', 'Repeat.']","ez_bar_skullcrusher","","Bodybuilding","[]","0.4","0.6","0.4","24"
"150","Elbow Circles","mobility","full_body","full body","['upper_back']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Sit or stand with your feet slightly apart.', 'Place your hands on your shoulders with your elbows at shoulder level and pointing out.', 'Slowly make a circle with your elbows. Breathe out as you start the circle and breathe in as you complete the circle.']","elbow_circles","","Mobility","[]","0.4","0.6","0.4","24"
"151","Elbow to Knee","isolation","core","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Lie on the floor, crossing your right leg across your bent left knee. Clasp your hands behind your head, beginning with your shoulder blades on the ground. This will be your starting position.', 'Perform the motion by flexing the spine and rotating your torso to bring the left elbow to the right knee.', 'Return to the starting position and repeat the movement for the desired number of repetitions before switching sides.']","elbow_to_knee","","Bodybuilding","[]","0.4","0.6","0.4","24"
"152","Elliptical Trainer","cardio","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","low","intermediate","False","False","False","time","['cardio']","['machine']","","['To begin, step onto the elliptical and select the desired option from the menu. Most ellipticals have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout.', 'The handles can be used to monitor your heart rate to help you stay at an appropriate intensity.']","elliptical_trainer","","All","[]","0.19999999999999998","0.5","0.4","12"
"153","Extended Range One-Arm Kettlebell Floor Press","isolation","chest","anterior upper","['full_body', 'triceps']","moderate","intermediate","True","False","False","reps","['strength']","['kettlebell']","","['Lie on the floor and position a kettlebell for one arm to press. The kettlebell should be held by the handle. The leg on the same side that you are pressing should be bent, with the knee crossing over the midline of the body.', 'Press the kettlebell by extending the elbow and adducting the arm, pressing it above your body. Return to the starting position.']","extended_range_one_arm_floor_press","","Bodybuilding","[]","0.6","0.8","0.4","48"
"154","Fast Skipping","lunge","quadriceps","anterior lower","['adductors', 'adductors', 'calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['plyometrics']","['none']","","['Start in a relaxed position with one leg slightly forward. This will be your starting position.', 'Skip by executing a step-hop pattern of right-right-step to left-left-step, and so on, alternating back and forth.', 'Perform fast skips by maintaining close contact with the ground and reduce air time, moving as quickly as possible.']","fast_skipping","","All","[]","0.4","0.6","0.4","24"
"155","Finger Curls","isolation","forearms","anterior upper","[]","moderate","intermediate","False","False","False","reps","['strength']","['barbell']","","['Hold a barbell with both hands and your palms facing up; hands spaced about shoulder width.', 'Place your feet flat on the floor, at a distance that is slightly wider than shoulder width apart. This will be your starting position.', 'Lower the bar as far as possible by extending the fingers. Allowing the bar to roll down the hands, catch the bar with the final joint in the fingers.', 'Now curl bar up as high as possible by closing your hands while exhaling. Hold the contraction at the top.']","finger_curls","","Bodybuilding","[]","0.4","0.6","0.4","24"
"226","One Handed Hang","mobility","lats","posterior upper","['biceps']","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['Grab onto a chinup bar with one hand, using a pronated grip. Keep your feet on the floor or a step. Allow the majority of your weight to hang from that hand, while keeping your feet on the ground. Hold for 10-20 seconds and switch sides.']","one_handed_hang","","Mobility","[]","0.4","0.6","0.4","24"
"50","Face Pull","isolation","rear_delts","posterior upper","['upper_back']","very_low","beginner","False","False","False","reps","['hypertrophy', 'rehabilitation']","['cable', 'band']","","[]","face_pull","","Bodybuilding","[]","0.1","0.5","0.2","12"
"156","Flutter Kicks","lunge","glutes","posterior lower","['hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['On a flat bench lie facedown with the hips on the edge of the bench, the legs straight with toes high off the floor and with the arms on top of the bench holding on to the front edge.', 'Squeeze your glutes and hamstrings and straighten the legs until they are level with the hips. This will be your starting position.', 'Start the movement by lifting the left leg higher than the right leg.', 'Then lower the left leg as you lift the right leg.', 'Continue alternating in this manner (as though you are doing a flutter kick in water) until you have done the recommended amount of repetitions for each leg. Make sure that you keep a controlled movement at all times. Tip: You will breathe normally as you perform this movement.']","flutter_kicks","","All","[]","0.4","0.6","0.4","24"
"157","Foot-SMR","mobility","calves","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['other']","","['This exercise stretches the fascia of the muscles in the feet. Start off seated with your shoes removed. Using a foot roller or a similar object, such as a small section of pvc pipe, place your foot against the roller across the arch of your foot. This will be your starting position.', 'Press down firmly, rolling across the arch of your foot. Hold for 10-30 seconds, and then switch feet.']","foot_smr","","Mobility","[]","0.4","0.6","0.4","24"
"158","Frog Hops","mobility","quadriceps","anterior lower","['calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Stand with your hands behind your head, and squat down keeping your torso upright and your head up. This will be your starting position.', 'Jump forward several feet, avoiding jumping unnecessarily high. As your feet contact the ground, absorb the impact through your legs, and jump again. Repeat this action 5-10 times.']","frog_hops","","Mobility","[]","0.4","0.6","0.4","24"
"159","Gironda Sternum Chins","isolation","lats","posterior upper","['biceps', 'full_body']","moderate","intermediate","False","False","False","reps","['strength']","['other']","","['Grasp the pull-up bar with a shoulder width underhand grip.', 'Now hang with your arms fully extended and stick your chest out and lean back. Tip: You will be leaning back throughout the entire movement. This will be your starting position.', 'Start pulling yourself towards the bar with your spine arched throughout the movement and your head leaning back as far away from the bar as possible. Exhale as you perform this portion of the movement. Tip: At the upper end of the movement, your hips and legs will be at about a 45-degree angle to the floor.', ""Keep pulling until your collarbone passes the bar and your lower chest or sternum area touches it. Hold that contraction for a second. Tip: By the time you've completed this portion of the movement; your head will be parallel to the floor."", 'Slowly start going back to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.']","gironda_sternum_chins","","Bodybuilding","[]","0.4","0.6","0.4","24"
"160","Glute Kickback","lunge","glutes","posterior lower","['hamstrings']","moderate","intermediate","False","False","False","reps","['strength']","['none']","","['Kneel on the floor or an exercise mat and bend at the waist with your arms extended in front of you (perpendicular to the torso) in order to get into a kneeling push-up position but with the arms spaced at shoulder width. Your head should be looking forward and the bend of the knees should create a 90-degree angle between the hamstrings and the calves. This will be your starting position.', 'As you exhale, lift up your right leg until the hamstrings are in line with the back while maintaining the 90-degree angle bend. Contract the glutes throughout this movement and hold the contraction at the top for a second. Tip: At the end of the movement the upper leg should be parallel to the floor while the calf should be perpendicular to it.', 'Go back to the initial position as you inhale and now repeat with the left leg.', 'Continue to alternate legs until all of the recommended repetitions have been performed.']","glute_kickback","","All","[]","0.4","0.6","0.4","24"
"161","Gorilla Chin/Crunch","core","core","full body","['biceps', 'lats']","moderate","intermediate","False","False","False","time","['strength']","['none']","","['Hang from a chin-up bar using an underhand grip (palms facing you) that is slightly wider than shoulder width.', 'Now bend your knees at a 90 degree angle so that the calves are parallel to the floor while the thighs remain perpendicular to it. This will be your starting position.', 'As you exhale, pull yourself up while crunching your knees up at the same time until your knees are at chest level. You will stop going up as soon as your nose is at the same level as the bar. Tip: When you get to this point you should also be finishing the crunch at the same time.', 'Slowly start to inhale as you return to the starting position.', 'Repeat for the recommended amount of repetitions.']","gorilla_chin_crunch","","All","[]","0.4","0.6","0.4","24"
"162","Groiners","mobility","adductors","lower body","[]","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Begin in a pushup position on the floor. This will be your starting position.', 'Using both legs, jump forward landing with your feet next to your hands. Keep your head up as you do so.', 'Return to the starting position and immediately repeat the movement, continuing for 10-20 repetitions.']","groiners","","Mobility","[]","0.4","0.6","0.4","24"
"163","Hamstring-SMR","mobility","hamstrings","posterior lower","[]","moderate","intermediate","False","False","False","reps","['stretching']","['foam roll']","","['In a seated position, extend your legs over a foam roll so that it is position on the back of the upper legs. Place your hands to the side or behind you to help support your weight. This will be your starting position.', 'Using your hands, lift your hips off of the floor and shift your weight on the foam roll to one leg. Relax the hamstrings of the leg you are stretching.', 'Roll over the foam from below the hip to above the back of the knee, pausing at points of tension for 10-30 seconds. Repeat for the other leg.']","hamstring_smr","","Mobility","[]","0.4","0.6","0.4","24"
"164","Hip Flexion with Band","lunge","quadriceps","anterior lower","[]","moderate","intermediate","False","False","False","reps","['strength']","['bands']","","['Secure one end of the band to the lower portion of a post and attach the other to one ankle.', 'Face away from the attachment point of the band.', 'Keeping your head and your chest up, raise your knee up to 90 degrees and pause.', 'Return the leg to the starting position.']","hip_flexion_with","","All","[]","0.4","0.6","0.4","24"
"165","Hug A Ball","mobility","lower_back","posterior lower","['calves', 'glutes']","moderate","intermediate","False","False","False","reps","['stretching']","['exercise ball']","","['Seat yourself on the floor.', 'Straddle an exercise ball between both legs and lower your hips down toward the floor.', ""Hug your arms around the ball to support your body. Adjust your legs so that your feet are flat on the floor and your knees line up over your ankles. Keep a good grip on the ball so it doesn't roll away from you and send you back onto your buttocks.""]","hug_a_ball","","Mobility","[]","0.4","0.6","0.4","24"
"166","Hug Knees To Chest","mobility","lower_back","posterior lower","['glutes']","moderate","intermediate","False","False","False","reps","['stretching']","['none']","","['Lie down on your back and pull both knees up to your chest.', 'Hold your arms under the knees, not over (that would put to much pressure on your knee joints).', 'Slowly pull the knees toward your shoulders. This also stretches your buttocks muscles.']","hug_knees_to_chest","","Mobility","[]","0.4","0.6","0.4","24"
"167","Hurdle Hops","hinge","hamstrings","posterior lower","['adductors', 'adductors', 'calves', 'glutes', 'hamstrings']","moderate","intermediate","False","False","False","reps","['plyometrics']","['other']","","['Set up a row of hurdles or other small barriers, placing them a few feet apart.', 'Stand in front of the first hurdle with your feet shoulder width apart. This will be your starting position.', 'Begin by jumping with both feet over the first hurdle, swinging both arms as you jump.', 'Absorb the impact of landing by bending the knees, rebounding out of the first leap by jumping over the next hurdle. Continue until you have jumped over all of the hurdles.']","hurdle_hops","","All","[]","0.4","0.6","0.4","24"
"223","One-Arm Side Laterals","isolation","full_body","full body","[]","moderate","intermediate","False","False","False","reps","['strength']","['dumbbell']","","['Pick a dumbbell and place it in one of your hands. Your non lifting hand should be used to grab something steady such as an incline bench press. Lean towards your lifting arm and away from the hand that is gripping the incline bench as this will allow you to keep your balance.', 'Stand with a straight torso and have the dumbbell by your side at arm length with the palm of the hand facing you. This will be your starting position.', 'While maintaining the torso stationary (no swinging), lift the dumbbell to your side with a slight bend on the elbow and your hand slightly tilted forward as if pouring water in a glass. Continue to go up until you arm is parallel to the floor. Exhale as you execute this movement and pause for a second at the top.', 'Lower the dumbbell back down slowly to the starting position as you inhale.', 'Repeat for the recommended amount of repetitions.', 'Switch arms and repeat the exercise.']","one_arm_side_laterals","","Bodybuilding","[]","0.4","0.6","0.4","24"
